Ardross and the Order of the Schnips,720.192307692
Chaigate Lattes,709.363885264
Como Como Como Como Como Chameleons,715.441176471
Cruellas De Leederville,700
Fremantle Cappuccino Strippers,708.528972553
Midland Maidens,700
Northbridge Viet Hoes,689.489687188
Perth Wildpucks,700
Puck Bitches, Get Manning,694.642857143
Subi Crack Hoes,696.828170304
Waikiki's Delivery Service,675.194938266
Willa G-Bangers,700
Yokine Ono,690.31800512
